Rate Date,Currency,Rate Year,Rate Month,Buying Rate,Central Rate,Selling rate
2/13/2008,EURO,2008,February,168.8999,169.6293,170.3587
3/18/2024,POUNDS STERLING,2024,March,1879.2624,1879.8989,1880.5354
7/14/2004,WAUA,2004,July,194.3939,195.1314,195.8688
9/20/2023,EURO,2023,September,823.073,823.6092,824.1455
4/15/2016,EURO,2016,April,221.2252,221.7896,222.3539
10/28/2016,US DOLLAR,2016,October,304.0,304.5,305.0
11/14/2003,US DOLLAR,2003,November,135.12,135.62,136.12
4/7/2009,WAUA,2009,April,216.7388,217.4872,218.2356
5/23/2014,EURO,2014,May,210.9125,211.594,212.2756
2/21/2014,US DOLLAR,2014,February,154.75,155.25,155.75
10/3/2023,US DOLLAR,2023,October,746.601,747.101,747.601
8/2/2022,WAUA,2022,August,549.3521,550.0121,550.6721
1/18/2024,EURO,2024,January,966.5878,967.1308,967.6738
5/5/2023,EURO,2023,May,506.69,507.2408,507.7915
11/10/2017,WAUA,2017,November,426.5064,427.2057,427.905
1/23/2020,EURO,2020,January,339.3291,339.8837,340.4382
10/5/2020,EURO,2020,October,447.184,447.7724,448.3608
11/16/2016,WAUA,2016,November,414.1817,414.8618,415.5419
10/9/2009,WAUA,2009,October,230.6975,231.4902,232.2829
6/23/2008,US DOLLAR,2008,June,115.64,116.14,116.64
4/7/2021,EURO,2021,April,450.6689,451.2635,451.858
10/22/2012,EURO,2012,October,202.2094,202.8627,203.516
12/18/2003,POUNDS STERLING,2003,December,239.8904,240.7724,241.6543
8/5/2002,POUNDS STERLING,2002,August,195.35,196.1314,196.9128
11/23/2010,WAUA,2010,November,229.7526,230.5293,231.3059
12/30/2014,POUNDS STERLING,2014,December,259.6349,260.4123,261.1896
5/8/2017,WAUA,2017,May,416.4276,417.111,417.7943
6/9/2022,POUNDS STERLING,2022,June,520.2363,520.8636,521.491
3/8/2021,US DOLLAR,2021,March,379.0,379.5,380.0
9/13/2010,POUNDS STERLING,2010,September,228.1655,228.9342,229.7029
4/8/2008,US DOLLAR,2008,April,115.73,116.23,116.73
4/7/2004,WAUA,2004,April,194.115,194.8464,195.5778
9/30/2019,WAUA,2019,September,416.7126,417.3935,418.0744
7/31/2013,POUNDS STERLING,2013,July,235.1888,235.9486,236.7085
5/15/2008,US DOLLAR,2008,May,115.66,116.16,116.66
3/1/2011,WAUA,2011,March,233.7401,234.5216,235.303
10/30/2002,US DOLLAR,2002,October,125.75,126.25,126.75
2/6/2014,POUNDS STERLING,2014,February,252.3199,253.1351,253.9504
3/21/2018,WAUA,2018,March,441.3631,442.0873,442.8116
12/9/2013,WAUA,2013,December,237.2554,238.0221,238.7888
8/24/2012,POUNDS STERLING,2012,August,245.0948,245.8865,246.6781
11/9/2018,US DOLLAR,2018,November,305.65,306.15,306.65
12/31/2003,EURO,2003,December,171.5096,172.1402,172.7707
9/24/2004,US DOLLAR,2004,September,131.86,132.36,132.86
3/15/2017,EURO,2017,March,324.5938,325.125,325.6563
3/12/2020,US DOLLAR,2020,March,305.95,306.45,306.95
11/30/2017,US DOLLAR,2017,November,305.0,305.5,306.0
6/18/2012,EURO,2012,June,195.4993,196.1304,196.7614
8/25/2016,US DOLLAR,2016,August,304.0,304.5,305.0
2/19/2007,POUNDS STERLING,2007,February,245.1445,246.1174,247.0904
6/30/2003,WAUA,2003,June,178.3201,179.0226,179.7251
2/6/2024,EURO,2024,February,1520.8693,1521.4059,1521.9425
11/5/2008,US DOLLAR,2008,November,115.57,116.07,116.57
10/13/2017,US DOLLAR,2017,October,304.0,304.5,305.0
7/26/2017,US DOLLAR,2017,July,304.7,305.2,305.7
1/12/2007,POUNDS STERLING,2007,January,245.7516,246.7266,247.7017
10/4/2022,WAUA,2022,October,552.4504,553.089,553.7276
12/20/2002,US DOLLAR,2002,December,125.9,126.4,126.9
10/16/2023,POUNDS STERLING,2023,October,930.1577,930.7663,931.3748
1/28/2009,US DOLLAR,2009,January,143.51,144.01,144.51
2/6/2020,WAUA,2020,February,420.1242,420.8108,421.4974
7/20/2022,POUNDS STERLING,2022,July,496.3728,496.9712,497.5696
10/10/2012,EURO,2012,October,199.4882,200.1328,200.7773
5/25/2010,WAUA,2010,May,217.1708,217.9052,218.6395
9/7/2021,WAUA,2021,September,581.9646,582.6753,583.386
6/16/2015,EURO,2015,June,219.6823,220.243,220.8037
8/30/2012,POUNDS STERLING,2012,August,245.2651,246.0573,246.8495
12/5/2011,POUNDS STERLING,2011,December,243.2798,244.0621,244.8443
9/26/2013,US DOLLAR,2013,September,154.75,155.25,155.75
7/18/2018,EURO,2018,July,353.9309,354.5114,355.0919
10/27/2022,POUNDS STERLING,2022,October,506.4063,506.985,507.5638
4/20/2006,POUNDS STERLING,2006,April,224.901,225.792,226.6831
5/15/2024,WAUA,2024,May,1857.5793,1858.202,1858.8247
1/19/2024,EURO,2024,January,968.6008,969.145,969.6891
4/16/2009,EURO,2009,April,191.0362,191.6954,192.3546
4/10/2019,POUNDS STERLING,2019,April,400.707,401.3618,402.0165
5/31/2011,EURO,2011,May,219.5312,220.2506,220.9699
9/10/2003,US DOLLAR,2003,September,127.82,128.32,128.82
1/13/2014,POUNDS STERLING,2014,January,254.468,255.2903,256.1127
6/22/2015,US DOLLAR,2015,June,195.9,196.4,196.9
11/14/2014,EURO,2014,November,193.3984,194.0207,194.643
8/19/2022,US DOLLAR,2022,August,420.4,420.9,421.4
12/1/2003,US DOLLAR,2003,December,137.0,137.5,138.0
4/13/2004,POUNDS STERLING,2004,April,242.0979,243.0101,243.9223
3/15/2019,EURO,2019,March,346.3048,346.8708,347.4367
6/11/2002,POUNDS STERLING,2002,June,170.4493,171.1821,171.9149
1/22/2019,EURO,2019,January,347.3276,347.8955,348.4634
9/22/2011,US DOLLAR,2011,September,153.42,153.92,154.42
5/31/2004,US DOLLAR,2004,May,131.75,132.25,132.75
5/24/2016,WAUA,2016,May,274.7202,275.421,276.1218
5/21/2010,POUNDS STERLING,2010,May,212.7529,213.472,214.1911
11/14/2019,WAUA,2019,November,419.2126,419.8978,420.583
12/4/2017,EURO,2017,December,362.7936,363.3864,363.9792
7/5/2022,POUNDS STERLING,2022,July,496.4305,497.6301,498.8297
11/25/2014,WAUA,2014,November,229.3558,230.0659,230.776
6/23/2011,POUNDS STERLING,2011,June,244.1469,244.9467,245.7465
7/10/2024,US DOLLAR,2024,July,1520.062,1520.562,1521.062
4/1/2014,US DOLLAR,2014,April,154.74,155.24,155.74
5/18/2015,WAUA,2015,May,276.8277,277.5339,278.2401
11/16/2009,EURO,2009,November,223.2326,223.9812,224.7297
10/12/2018,POUNDS STERLING,2018,October,403.53,404.1905,404.8511
8/1/2014,WAUA,2014,August,236.1789,236.9421,237.7053
12/29/2014,POUNDS STERLING,2014,December,259.6349,260.4123,261.1896
4/25/2002,WAUA,2002,April,143.3871,144.01,144.6329
6/10/2004,US DOLLAR,2004,June,131.75,132.25,132.75
2/10/2022,EURO,2022,February,476.2792,476.8509,477.4227
6/22/2009,US DOLLAR,2009,June,145.76,146.26,146.76
5/16/2024,POUNDS STERLING,2024,May,1935.7407,1936.3734,1937.006
5/20/2003,POUNDS STERLING,2003,May,206.807,207.623,208.439
6/26/2019,WAUA,2019,June,424.9938,425.6884,426.3831
2/16/2016,POUNDS STERLING,2016,February,282.7496,283.4709,284.1922
7/9/2004,US DOLLAR,2004,July,131.76,132.26,132.76
12/6/2016,POUNDS STERLING,2016,December,388.1766,388.814,389.4514
8/6/2019,US DOLLAR,2019,August,305.9,306.4,306.9
5/14/2018,WAUA,2018,May,435.3265,436.0406,436.7547
3/8/2006,US DOLLAR,2006,March,126.5,127.0,127.5
9/17/2004,EURO,2004,September,160.9635,161.574,162.1844
6/6/2019,US DOLLAR,2019,June,305.95,306.45,306.95
5/30/2007,WAUA,2007,May,188.7962,189.55,190.3038
3/9/2006,EURO,2006,March,150.8513,151.4476,152.0438
8/8/2005,EURO,2005,August,163.2938,163.9129,164.532
8/1/2016,US DOLLAR,2016,August,314.5,315.0,315.5
2/3/2017,EURO,2017,February,326.6428,327.1796,327.7164
2/5/2004,EURO,2004,February,168.8236,169.4526,170.0816
6/2/2011,POUNDS STERLING,2011,June,248.9865,249.8051,250.6236
11/12/2003,US DOLLAR,2003,November,135.12,135.62,136.12
4/5/2011,WAUA,2011,April,237.7129,238.5013,239.2897
6/25/2020,EURO,2020,June,403.2,403.76,404.32
8/19/2002,EURO,2002,August,121.4456,121.9353,122.425
6/21/2021,US DOLLAR,2021,June,409.2,409.7,410.2
5/13/2011,US DOLLAR,2011,May,152.39,152.89,153.39
10/31/2003,EURO,2003,October,153.1024,153.6845,154.2665
3/5/2021,EURO,2021,March,452.3744,452.9712,453.568
12/13/2001,WAUA,2001,December,138.8876,139.5084,140.1293
3/17/2023,US DOLLAR,2023,March,459.89,460.39,460.89
8/2/2010,EURO,2010,August,192.8086,193.4621,194.1156
3/26/2004,US DOLLAR,2004,March,133.0,133.5,134.0
5/18/2010,US DOLLAR,2010,May,147.85,148.35,148.85
4/30/2004,WAUA,2004,April,191.3901,192.1134,192.8367
2/27/2008,US DOLLAR,2008,February,115.78,116.28,116.78
2/5/2021,WAUA,2021,February,543.1342,543.8508,544.5673
12/5/2007,WAUA,2007,December,184.7511,185.5477,186.3443
2/22/2019,WAUA,2019,February,425.16,425.8551,426.5503
3/4/2016,EURO,2016,March,215.2668,215.816,216.3651
10/29/2010,EURO,2010,October,204.5088,205.2021,205.8953
3/11/2011,US DOLLAR,2011,March,149.79,150.29,150.79
12/8/2023,WAUA,2023,December,1176.9308,1177.5122,1178.0936
12/22/2016,POUNDS STERLING,2016,December,375.4445,376.0615,376.6785
1/12/2015,WAUA,2015,January,237.9644,238.6768,239.3893
2/27/2015,US DOLLAR,2015,February,197.0,197.5,198.0
4/21/2006,EURO,2006,April,155.4279,156.0437,156.6595
6/11/2007,POUNDS STERLING,2007,June,246.306,247.2896,248.2733
7/30/2012,WAUA,2012,July,233.1215,233.8743,234.6271
2/8/2011,POUNDS STERLING,2011,February,240.8108,241.6171,242.4233
3/19/2012,EURO,2012,March,204.059,204.717,205.375
3/24/2017,US DOLLAR,2017,March,306.0,306.5,307.0
3/3/2010,WAUA,2010,March,225.2981,226.0628,226.8275
10/4/2004,POUNDS STERLING,2004,October,237.1814,238.0807,238.98
11/20/2007,EURO,2007,November,172.87,173.609,174.3479
3/17/2023,POUNDS STERLING,2023,March,557.9385,558.5451,559.1517
9/24/2003,WAUA,2003,September,180.3009,181.0107,181.7204
2/28/2013,EURO,2013,February,202.9856,203.6414,204.2973
1/13/2005,POUNDS STERLING,2005,January,248.6616,249.6045,250.5474
9/17/2010,EURO,2010,September,193.9464,194.5996,195.2527
2/10/2010,WAUA,2010,February,226.8764,227.645,228.4135
9/6/2016,EURO,2016,September,339.7611,340.319,340.8769
6/8/2015,POUNDS STERLING,2015,June,298.963,299.726,300.4891
10/24/2003,WAUA,2003,October,182.8335,183.541,184.2486
11/19/2013,US DOLLAR,2013,November,154.7,155.2,155.7
4/24/2017,US DOLLAR,2017,April,304.95,305.45,305.95
9/25/2023,EURO,2023,September,800.9346,801.464,801.9934
11/5/2020,WAUA,2020,November,534.7618,535.4673,536.1728
7/7/2021,US DOLLAR,2021,July,409.12,409.62,410.12
12/10/2004,EURO,2004,December,173.6201,174.2785,174.9369
4/15/2020,EURO,2020,April,392.868,393.4137,393.9593
8/4/2021,US DOLLAR,2021,August,409.11,409.61,410.11
9/11/2002,US DOLLAR,2002,September,125.85,126.35,126.85
7/15/2019,US DOLLAR,2019,July,305.95,306.45,306.95
6/19/2015,EURO,2015,June,221.4454,222.0106,222.5758
1/28/2022,WAUA,2022,January,577.2256,577.9205,578.6154
6/21/2004,US DOLLAR,2004,June,131.75,132.25,132.75
12/31/2020,WAUA,2020,December,545.1441,545.8633,546.5825
7/31/2017,EURO,2017,July,357.324,357.9104,358.4969
5/23/2014,POUNDS STERLING,2014,May,260.5808,261.4228,262.2649
3/20/2007,POUNDS STERLING,2007,March,246.3164,247.2954,248.2744
8/16/2018,EURO,2018,August,346.9902,347.5589,348.1275
6/17/2019,EURO,2019,June,343.7654,344.3272,344.889
11/9/2012,WAUA,2012,November,235.6235,236.3848,237.1462
6/28/2005,US DOLLAR,2005,June,131.88,132.38,132.88
4/5/2018,US DOLLAR,2018,April,304.6,305.1,305.6
10/4/2005,POUNDS STERLING,2005,October,225.903,226.782,227.661
1/18/2017,POUNDS STERLING,2017,January,373.8016,374.4159,375.0302
3/10/2014,WAUA,2014,March,239.3639,240.1373,240.9107
1/18/2019,POUNDS STERLING,2019,January,395.8922,396.5394,397.1866
12/23/2010,US DOLLAR,2010,December,148.17,148.67,149.17
9/3/2007,US DOLLAR,2007,September,123.83,124.33,124.83
11/18/2010,EURO,2010,November,201.7607,202.4432,203.1257
7/21/2020,WAUA,2020,July,424.5125,425.1021,425.6917
5/20/2024,WAUA,2024,May,2024.5026,2025.1859,2025.8692
6/7/2023,POUNDS STERLING,2023,June,575.7487,576.3722,576.9958
5/5/2014,US DOLLAR,2014,May,154.73,155.23,155.73
1/27/2009,POUNDS STERLING,2009,January,201.8139,202.5191,203.2242
7/10/2015,POUNDS STERLING,2015,July,304.4083,305.1851,305.9618
5/31/2022,US DOLLAR,2022,May,414.65,415.15,415.65
7/13/2022,POUNDS STERLING,2022,July,493.575,494.7677,495.9604
3/4/2019,US DOLLAR,2019,March,305.9,306.4,306.9
11/25/2005,POUNDS STERLING,2005,November,220.1856,221.0457,221.9058
7/9/2021,WAUA,2021,July,581.7317,582.4426,583.1536
4/15/2005,POUNDS STERLING,2005,April,248.477,249.4192,250.3614
7/6/2004,US DOLLAR,2004,July,131.76,132.26,132.76
8/21/2017,EURO,2017,August,358.571,359.1594,359.7478
12/30/2015,US DOLLAR,2015,December,196.0,196.5,197.0
7/7/2011,US DOLLAR,2011,July,149.5,150.0,150.5
9/9/2008,POUNDS STERLING,2008,September,203.4549,204.3352,205.2155
6/28/2012,POUNDS STERLING,2012,June,241.0711,241.8491,242.627
3/29/2006,WAUA,2006,March,181.6583,182.3778,183.0972
3/27/2006,US DOLLAR,2006,March,126.5,127.0,127.5
1/12/2010,WAUA,2010,January,231.0933,231.8772,232.661
4/2/2012,POUNDS STERLING,2012,April,248.3822,249.184,249.9857
5/11/2015,US DOLLAR,2015,May,196.0,196.5,197.0
4/11/2007,POUNDS STERLING,2007,April,248.7048,249.6934,250.6821
3/22/2007,EURO,2007,March,168.1569,168.8252,169.4936
2/16/2009,US DOLLAR,2009,February,144.9,145.4,145.9
4/26/2024,WAUA,2024,April,1751.4877,1752.1477,1752.8077
11/14/2008,US DOLLAR,2008,November,115.57,116.07,116.57
2/6/2004,US DOLLAR,2004,February,134.2,134.7,135.2
10/24/2017,POUNDS STERLING,2017,October,401.1376,401.7958,402.4541
6/29/2010,WAUA,2010,June,217.0491,217.7846,218.5201
2/19/2019,EURO,2019,February,345.0953,345.6596,346.2238
3/18/2010,WAUA,2010,March,225.6026,226.3679,227.1331
10/21/2010,POUNDS STERLING,2010,October,234.8205,235.6087,236.3969
11/17/2015,WAUA,2015,November,270.0396,270.7286,271.4176
12/18/2009,POUNDS STERLING,2009,December,238.2726,239.0825,239.8924
7/9/2008,EURO,2008,July,181.6654,182.4512,183.2369
12/12/2001,EURO,2001,December,100.0498,100.4971,100.9443
10/15/2019,POUNDS STERLING,2019,October,386.629,387.2609,387.8927
4/14/2005,EURO,2005,April,169.15,169.7864,170.4228
12/20/2023,US DOLLAR,2023,December,905.394,905.894,906.394
7/7/2005,US DOLLAR,2005,July,131.89,132.39,132.89
7/3/2018,POUNDS STERLING,2018,July,401.8384,402.4978,403.1572
2/13/2006,US DOLLAR,2006,February,127.5,128.0,128.5
3/2/2021,WAUA,2021,March,543.7966,544.514,545.2314
4/2/2009,EURO,2009,April,193.7334,194.4026,195.0718
9/13/2006,EURO,2006,September,162.1126,162.7557,163.3988
5/7/2024,WAUA,2024,May,1827.1484,1827.7953,1828.4423
1/25/2018,WAUA,2018,January,440.7833,441.5068,442.2302
4/22/2020,EURO,2020,April,391.356,391.8996,392.4431
12/1/2014,US DOLLAR,2014,December,167.0,167.5,168.0
2/2/2011,US DOLLAR,2011,February,149.31,149.81,150.31
5/24/2018,POUNDS STERLING,2018,May,408.8099,409.4803,410.1507
9/18/2018,WAUA,2018,September,426.456,427.1544,427.8528
12/23/2008,EURO,2008,December,182.2588,182.9585,183.6581
8/15/2017,EURO,2017,August,357.5677,358.1546,358.7414
3/20/2002,WAUA,2002,March,142.8555,143.476,144.0966
3/3/2014,EURO,2014,March,212.9824,213.6706,214.3587
3/21/2005,WAUA,2005,March,201.3557,202.1192,202.8827
9/5/2002,POUNDS STERLING,2002,September,196.655,197.4401,198.2251
9/30/2016,WAUA,2016,September,425.3275,426.0265,426.7255
5/13/2013,EURO,2013,May,200.9918,201.6412,202.2907
2/4/2005,WAUA,2005,February,199.6031,200.36,201.117
5/27/2002,US DOLLAR,2002,May,115.8,116.3,116.8
8/9/2007,EURO,2007,August,170.5896,171.2736,171.9576
5/19/2020,EURO,2020,May,394.236,394.7836,395.3311
4/28/2011,EURO,2011,April,224.8264,225.5664,226.3063
1/7/2005,WAUA,2005,January,200.5221,201.2825,202.0429
4/17/2024,EURO,2024,April,1190.068,1190.6,1191.132
3/16/2009,WAUA,2009,March,213.9114,214.646,215.3806
7/15/2022,US DOLLAR,2022,July,413.92,414.92,415.92
1/18/2010,WAUA,2010,January,231.828,232.6164,233.4047
7/29/2005,POUNDS STERLING,2005,July,231.5593,232.4374,233.3154
2/23/2022,WAUA,2022,February,581.7065,582.4067,583.1069
8/24/2009,WAUA,2009,August,232.9144,233.6936,234.4728
7/31/2008,US DOLLAR,2008,July,115.59,116.09,116.59
1/20/2012,WAUA,2012,January,237.8053,238.5683,239.3312
9/25/2007,US DOLLAR,2007,September,123.4,123.9,124.4
6/9/2020,US DOLLAR,2020,June,360.0,360.5,361.0
7/22/2019,WAUA,2019,July,422.5676,423.2583,423.949
8/29/2013,WAUA,2013,August,234.5726,235.3304,236.0883
2/4/2002,EURO,2002,February,97.7595,98.1913,98.6231
3/25/2002,POUNDS STERLING,2002,March,164.2247,164.9381,165.6515
6/28/2022,EURO,2022,June,437.3406,438.398,439.4554
2/8/2010,POUNDS STERLING,2010,February,230.4313,231.2101,231.9889
7/14/2010,WAUA,2010,July,219.9524,220.6974,221.4424
1/4/2023,US DOLLAR,2023,January,449.03,449.53,450.03
9/20/2019,EURO,2019,September,337.3099,337.8611,338.4124
3/30/2011,WAUA,2011,March,236.8024,237.589,238.3756
6/30/2021,US DOLLAR,2021,June,409.16,409.66,410.16
7/23/2010,POUNDS STERLING,2010,July,225.2139,225.9762,226.7385
2/6/2017,EURO,2017,February,326.4907,327.0272,327.5638
10/5/2021,US DOLLAR,2021,October,409.82,410.32,410.82
8/19/2005,POUNDS STERLING,2005,August,236.9129,237.8112,238.7096
7/8/2005,EURO,2005,July,157.1074,157.703,158.2986
7/7/2021,POUNDS STERLING,2021,July,566.0993,566.7912,567.483
11/27/2008,POUNDS STERLING,2008,November,178.2976,179.0687,179.8397
1/15/2013,WAUA,2013,January,237.3727,238.1398,238.9069
11/6/2002,POUNDS STERLING,2002,November,195.7376,196.5165,197.2954
8/31/2017,US DOLLAR,2017,August,304.85,305.35,305.85
7/25/2022,WAUA,2022,July,543.0851,543.7397,544.3944
3/11/2002,EURO,2002,March,100.678,101.1153,1015527.0
7/24/2018,US DOLLAR,2018,July,304.9,305.4,305.9
10/9/2007,POUNDS STERLING,2007,October,250.9339,251.9506,252.9674
11/19/2019,POUNDS STERLING,2019,November,395.9911,396.6382,397.2854
8/9/2021,EURO,2021,August,481.3297,481.9179,482.5062
12/17/2013,EURO,2013,December,212.74,213.4275,214.115
9/17/2020,WAUA,2020,September,536.2758,536.9833,537.6908
1/28/2019,EURO,2019,January,348.8608,349.4313,350.0018
6/14/2007,US DOLLAR,2007,June,125.2,125.7,126.2
7/9/2003,POUNDS STERLING,2003,July,206.6548,207.4707,208.2865
1/11/2023,EURO,2023,January,485.2313,485.7685,486.3057
7/27/2012,US DOLLAR,2012,July,154.84,155.34,155.84
7/10/2020,POUNDS STERLING,2020,July,453.636,454.2661,454.8961
11/30/2007,WAUA,2007,November,185.0091,185.8019,186.5947
2/10/2009,EURO,2009,February,187.8125,188.4608,189.1091
9/29/2011,POUNDS STERLING,2011,September,240.4147,241.1973,241.9799
6/15/2015,EURO,2015,June,219.6235,220.184,220.7446
8/7/2023,WAUA,2023,August,1001.5209,1002.1786,1002.8362
5/18/2015,POUNDS STERLING,2015,May,307.132,307.9155,308.699
11/27/2002,US DOLLAR,2002,November,125.91,126.41,126.91
2/5/2019,US DOLLAR,2019,February,305.7,306.2,306.7
3/29/2022,POUNDS STERLING,2022,March,545.8046,546.4618,547.119
7/6/2017,POUNDS STERLING,2017,July,394.853,395.5003,396.1476
8/8/2007,WAUA,2007,August,190.4042,191.1676,191.9311
4/15/2020,POUNDS STERLING,2020,April,449.388,450.0122,450.6363
2/5/2014,US DOLLAR,2014,February,154.75,155.25,155.75
8/21/2015,EURO,2015,August,221.0292,221.5931,222.1569
12/21/2009,WAUA,2009,December,230.3564,231.1394,231.9224
4/10/2014,POUNDS STERLING,2014,April,259.5299,260.3685,261.2071
4/26/2007,US DOLLAR,2007,April,125.6,126.1,126.6
1/27/2017,US DOLLAR,2017,January,304.25,304.75,305.25
7/16/2021,EURO,2021,July,482.6097,483.1995,483.7893
1/8/2003,EURO,2003,January,131.0882,131.6084,132.1285
9/23/2014,EURO,2014,September,199.6275,200.2725,200.9175
12/14/2015,EURO,2015,December,215.1296,215.6784,216.2272
9/12/2019,US DOLLAR,2019,September,305.85,306.35,306.85
10/26/2005,EURO,2005,October,155.2627,155.8666,156.4705
3/17/2014,WAUA,2014,March,239.2081,239.9811,240.754
2/28/2007,EURO,2007,February,166.5096,167.1703,167.831
3/22/2002,EURO,2002,March,101.311,101.7511,102.1912
10/28/2015,WAUA,2015,October,273.437,274.1346,274.8323
11/8/2023,EURO,2023,November,916.6085,917.1424,917.6764
1/22/2021,POUNDS STERLING,2021,January,519.46,520.1435,520.827
10/30/2023,WAUA,2023,October,1046.0801,1046.6556,1047.231
5/21/2012,POUNDS STERLING,2012,May,244.5343,245.3247,246.115
5/17/2006,EURO,2006,May,162.57,163.2142,163.8585
11/12/2018,WAUA,2018,November,423.5537,424.2464,424.9392
12/7/2009,EURO,2009,December,219.1584,219.8984,220.6383
7/14/2011,US DOLLAR,2011,July,149.08,149.58,150.08
11/7/2013,POUNDS STERLING,2013,November,248.6493,249.453,250.2566
8/17/2010,POUNDS STERLING,2010,August,230.9776,231.7593,232.5409
12/12/2001,POUNDS STERLING,2001,December,161.1759,161.8964,162.6169
11/28/2006,EURO,2006,November,165.6029,166.26,166.917
8/23/2002,WAUA,2002,August,164.4773,165.1405,165.8037
10/8/2014,POUNDS STERLING,2014,October,248.7297,249.5333,250.337
11/15/2006,POUNDS STERLING,2006,November,237.7179,238.6612,239.6044
5/23/2022,POUNDS STERLING,2022,May,521.5845,522.2134,522.8423
11/9/2023,POUNDS STERLING,2023,November,1184.2052,1184.8193,1185.4333
10/9/2014,EURO,2014,October,197.6622,198.3008,198.9395
3/28/2012,WAUA,2012,March,239.2711,240.0429,240.8147
8/22/2017,WAUA,2017,August,428.7633,429.4667,430.1702
7/4/2023,EURO,2023,July,826.044,826.5891,827.1343
2/22/2016,US DOLLAR,2016,February,196.0,196.5,197.0
12/12/2017,POUNDS STERLING,2017,December,407.6671,408.3347,409.0024
12/17/2013,POUNDS STERLING,2013,December,251.683,252.4964,253.3097
4/20/2005,US DOLLAR,2005,April,131.86,132.36,132.86
10/18/2004,US DOLLAR,2004,October,131.9,132.4,132.9
6/2/2014,EURO,2014,June,210.6185,211.2991,211.9797
7/12/2002,EURO,2002,July,118.6842,119.1781,119.672
12/1/2003,EURO,2003,December,164.4959,165.0963,165.6966
3/18/2004,WAUA,2004,March,197.8634,198.6059,199.3484
7/14/2023,EURO,2023,July,870.9649,871.527,872.0892
12/8/2015,US DOLLAR,2015,December,195.97,196.47,196.97
12/2/2009,POUNDS STERLING,2009,December,245.8309,246.6653,247.4997
10/27/2010,US DOLLAR,2010,October,147.5,148.0,148.5
7/28/2017,POUNDS STERLING,2017,July,398.9087,399.5634,400.2181
5/12/2006,EURO,2006,May,162.507,163.151,163.795
11/29/2013,EURO,2013,November,210.6358,211.3165,211.9972
7/19/2018,EURO,2018,July,353.3516,353.9312,354.5107
3/16/2005,WAUA,2005,March,202.2941,203.0612,203.8283
6/12/2006,EURO,2006,June,158.7597,159.3888,160.018
6/12/2017,EURO,2017,June,341.8782,342.4393,343.0004
